Referencia,Modelo,Cuadro,Rueda,Talla,Color,Año,E-SYSTEM,DLR ID,DLR Name,Payment,Target AVB,Categoría, Promoción, Tarifa, PVP,Sep Net,Oct Net,Nov Net,Dec Net,Jan Net,Feb Net,Mar Net,Apr Net,Mai Net
2825768,Cairon S 2.0 500,Herren,29,L,shadowgrey metallic / desert matt,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,"  1.627,95 € ","  1.864,95 € ","  3.099,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2825776,Cairon S 2.0 500,Herren,29,XL,shadowgrey metallic / desert matt,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,"  1.627,95 € ","  1.864,95 € ","  3.099,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2825784,Cairon S 2.0 500,Herren,29,XXL,shadowgrey metallic / desert matt,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,"  1.627,95 € ","  1.864,95 € ","  3.099,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2825800,Cairon S 2.0 500,Trapez,27,S,shadowgrey metallic / desert matt,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,"  1.627,95 € ","  1.864,95 € ","  3.099,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2825818,Cairon S 2.0 500,Trapez,29,M,shadowgrey metallic / desert matt,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,"  1.627,95 € ","  1.864,95 € ","  3.099,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2825826,Cairon S 2.0 500,Trapez,29,L,shadowgrey metallic / desert matt,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,"  1.627,95 € ","  1.864,95 € ","  3.099,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2825834,Cairon S 2.0 500,Trapez,29,XL,shadowgrey metallic / desert matt,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,"  1.627,95 € ","  1.864,95 € ","  3.099,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2825875,Cairon S 2.0 625,Herren,29,XL,black metallic matt / turquoise metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,"  1.732,95 € ","  1.984,95 € ","  3.299,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2825883,Cairon S 2.0 625,Herren,29,XXL,black metallic matt / turquoise metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,"  1.732,95 € ","  1.984,95 € ","  3.299,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2825917,Cairon S 2.0 625,Trapez,29,M,topaz metallic / red metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,"  1.732,95 € ","  1.984,95 € ","  3.299,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2825925,Cairon S 2.0 625,Trapez,29,L,topaz metallic / red metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,"  1.732,95 € ","  1.984,95 € ","  3.299,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2825933,Cairon S 2.0 625,Trapez,29,XL,topaz metallic / red metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,"  1.732,95 € ","  1.984,95 € ","  3.299,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2825941,Cairon S 2.0 625,Herren,27,S,shadowgrey metallic / desert matt,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,"  1.732,95 € ","  1.984,95 € ","  3.299,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2825958,Cairon S 2.0 625,Herren,29,M,shadowgrey metallic / desert matt,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,"  1.732,95 € ","  1.984,95 € ","  3.299,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2825966,Cairon S 2.0 625,Herren,29,L,shadowgrey metallic / desert matt,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,"  1.732,95 € ","  1.984,95 € ","  3.299,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2825974,Cairon S 2.0 625,Herren,29,XL,shadowgrey metallic / desert matt,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,"  1.732,95 € ","  1.984,95 € ","  3.299,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2825982,Cairon S 2.0 625,Herren,29,XXL,shadowgrey metallic / desert matt,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,"  1.732,95 € ","  1.984,95 € ","  3.299,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2826006,Cairon S 2.0 625,Trapez,27,S,shadowgrey metallic / desert matt,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,"  1.732,95 € ","  1.984,95 € ","  3.299,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2826014,Cairon S 2.0 625,Trapez,29,M,shadowgrey metallic / desert matt,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,"  1.732,95 € ","  1.984,95 € ","  3.299,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2826022,Cairon S 2.0 625,Trapez,29,L,shadowgrey metallic / desert matt,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,"  1.732,95 € ","  1.984,95 € ","  3.299,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2826030,Cairon S 2.0 625,Trapez,29,XL,shadowgrey metallic / desert matt,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,"  1.732,95 € ","  1.984,95 € ","  3.299,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2819910,Cairon S 4.0,Herren,29,S,shadowgrey metallic / red metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  2.892,00 € ","  3.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2819936,Cairon S 4.0,Herren,29,L,shadowgrey metallic / red metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  2.892,00 € ","  3.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2819969,Cairon S 4.0,Trapez,29,S,shadowgrey metallic / red metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  2.892,00 € ","  3.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2819977,Cairon S 4.0,Trapez,29,M,shadowgrey metallic / red metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  2.892,00 € ","  3.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2819985,Cairon S 4.0,Trapez,29,L,shadowgrey metallic / red metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  2.892,00 € ","  3.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2819993,Cairon S 4.0,Trapez,29,XL,shadowgrey metallic / red metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  2.892,00 € ","  3.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2826055,Cairon S 4.0,Herren,29,M,blue metallic / orange metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  2.892,00 € ","  3.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2826063,Cairon S 4.0,Herren,29,L,blue metallic / orange metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  2.892,00 € ","  3.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2826071,Cairon S 4.0,Herren,29,XL,blue metallic / orange metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  2.892,00 € ","  3.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2826089,Cairon S 4.0,Herren,29,XXL,blue metallic / orange metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  2.892,00 € ","  3.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2826097,Cairon S 4.0,Trapez,29,S,blue metallic / orange metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  2.892,00 € ","  3.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2826105,Cairon S 4.0,Trapez,29,M,blue metallic / orange metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  2.892,00 € ","  3.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2826147,Cairon S 4.0,Trapez,29,L,blue metallic / orange metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  2.892,00 € ","  3.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2826170,Cairon S 4.0,Trapez,29,XL,blue metallic / orange metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  2.892,00 € ","  3.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2826378,Cairon S 8.0,Herren,29,S,pearl white /copper metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  3.400,00 € ","  4.699,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2826386,Cairon S 8.0,Herren,29,M,pearl white /copper metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  3.400,00 € ","  4.699,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2826394,Cairon S 8.0,Herren,29,L,pearl white /copper metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  3.400,00 € ","  4.699,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2826402,Cairon S 8.0,Herren,29,XL,pearl white /copper metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  3.400,00 € ","  4.699,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2826444,Cairon S 8.0,Herren,29,XXL,pearl white /copper metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  3.400,00 € ","  4.699,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2826451,Cairon S 8.0,Trapez,29,S,pearl white /copper metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  3.400,00 € ","  4.699,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2826469,Cairon S 8.0,Trapez,29,M,pearl white /copper metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  3.400,00 € ","  4.699,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2826477,Cairon S 8.0,Trapez,29,L,pearl white /copper metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  3.400,00 € ","  4.699,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2826485,Cairon S 8.0,Trapez,29,XL,pearl white /copper metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  3.400,00 € ","  4.699,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810509,Cairon S 2.0 625 SE,Herren,29,M,black metallic matt / turquoise metallic,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  1.942,95 € ",  -   € ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810510,Cairon S 2.0 625 SE,Herren,29,L,black metallic matt / turquoise metallic,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  1.942,95 € ",  -   € ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810511,Cairon S 2.0 625 SE,Herren,29,XL,black metallic matt / turquoise metallic,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  1.942,95 € ",  -   € ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810515,Cairon S 2.0 625 SE,Trapez,27,S,topaz metallic / red metallic,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  1.942,95 € ",  -   € ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810516,Cairon S 2.0 625 SE,Trapez,29,M,topaz metallic / red metallic,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  1.942,95 € ",  -   € ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810517,Cairon S 2.0 625 SE,Trapez,29,L,topaz metallic / red metallic,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  1.942,95 € ",  -   € ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810518,Cairon S 2.0 625 SE,Trapez,29,XL,topaz metallic / red metallic,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  1.942,95 € ",  -   € ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810519,Cairon S 2.0 625 SE,Herren,27,S,shadowgrey metallic / desert matt,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  1.942,95 € ",  -   € ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810520,Cairon S 2.0 625 SE,Herren,29,M,shadowgrey metallic / desert matt,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  1.942,95 € ",  -   € ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810522,Cairon S 2.0 625 SE,Herren,29,L,shadowgrey metallic / desert matt,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  1.942,95 € ",  -   € ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810523,Cairon S 2.0 625 SE,Herren,29,XL,shadowgrey metallic / desert matt,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  1.942,95 € ",  -   € ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810524,Cairon S 2.0 625 SE,Herren,29,XXL,shadowgrey metallic / desert matt,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  1.942,95 € ",  -   € ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810526,Cairon S 2.0 625 SE,Trapez,27,S,shadowgrey metallic / desert matt,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  1.942,95 € ",  -   € ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810527,Cairon S 2.0 625 SE,Trapez,29,M,shadowgrey metallic / desert matt,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  1.942,95 € ",  -   € ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810528,Cairon S 2.0 625 SE,Trapez,29,L,shadowgrey metallic / desert matt,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  1.942,95 € ",  -   € ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810529,Cairon S 2.0 625 SE,Trapez,29,XL,shadowgrey metallic / desert matt,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  1.942,95 € ",  -   € ,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2893808,Cairon SUV 7.0,Herren,29,M,black metallic / gold matt,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON SUV,,"  3.326,00 € ","  4.599,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2893816,Cairon SUV 7.0,Herren,29,L,black metallic / gold matt,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON SUV,,"  3.326,00 € ","  4.599,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2893824,Cairon SUV 7.0,Herren,29,XL,black metallic / gold matt,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON SUV,,"  3.326,00 € ","  4.599,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2893915,Cairon SUV 7.0,Wave,27,XL,black metallic / gold matt,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON SUV,,"  3.326,00 € ","  4.599,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2823904,Cairon SUV 5.0,Herren,29,S,shadowgrey metallic / red metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON SUV,,"  3.037,00 € ","  4.199,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2823946,Cairon SUV 5.0,Herren,29,M,shadowgrey metallic / red metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON SUV,,"  3.037,00 € ","  4.199,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2823953,Cairon SUV 5.0,Herren,29,L,shadowgrey metallic / red metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON SUV,,"  3.037,00 € ","  4.199,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2823995,Cairon SUV 5.0,Herren,29,XL,shadowgrey metallic / red metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON SUV,,"  3.037,00 € ","  4.199,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2824001,Cairon SUV 5.0,Herren,29,XXL,shadowgrey metallic / red metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON SUV,,"  3.037,00 € ","  4.199,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2824043,Cairon SUV 5.0,Trapez,29,S,shadowgrey metallic / red metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON SUV,,"  3.037,00 € ","  4.199,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2824050,Cairon SUV 5.0,Trapez,29,M,shadowgrey metallic / red metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON SUV,,"  3.037,00 € ","  4.199,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2824068,Cairon SUV 5.0,Trapez,29,L,shadowgrey metallic / red metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON SUV,,"  3.037,00 € ","  4.199,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2824076,Cairon SUV 5.0,Trapez,29,XL,shadowgrey metallic / red metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON SUV,,"  3.037,00 € ","  4.199,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2824084,Cairon SUV 5.0,Wave,27,S,shadowgrey metallic / red metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON SUV,,"  3.037,00 € ","  4.199,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2824092,Cairon SUV 5.0,Wave,27,M,shadowgrey metallic / red metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON SUV,,"  3.037,00 € ","  4.199,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2824100,Cairon SUV 5.0,Wave,27,L,shadowgrey metallic / red metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON SUV,,"  3.037,00 € ","  4.199,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2824142,Cairon SUV 5.0,Wave,27,XL,shadowgrey metallic / red metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON SUV,,"  3.037,00 € ","  4.199,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2824159,Cairon SUV 5.0,Herren,29,S,anthracite matt / black metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON SUV,,"  3.037,00 € ","  4.199,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2824191,Cairon SUV 5.0,Herren,29,M,anthracite matt / black metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON SUV,,"  3.037,00 € ","  4.199,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2824209,Cairon SUV 5.0,Herren,29,L,anthracite matt / black metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON SUV,,"  3.037,00 € ","  4.199,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2824266,Cairon SUV 5.0,Herren,29,XXL,anthracite matt / black metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON SUV,,"  3.037,00 € ","  4.199,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2824373,Cairon SUV 5.0,Wave,27,L,anthracite matt / black metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON SUV,,"  3.037,00 € ","  4.199,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2824381,Cairon SUV 5.0,Wave,27,XL,anthracite matt / black metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON SUV,,"  3.037,00 € ","  4.199,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2824993,Cairon SUV FS 4.7,Wave,27,L,red metallic / black metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON SUV FS,,"  3.399,00 € ","  4.699,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2825008,Cairon SUV FS 4.7,Wave,27,XL,red metallic / black metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON SUV FS,,"  3.399,00 € ","  4.699,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2825032,Cairon SUV FS 4.7,Wave,27,L,black metallic / dessert matt,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON SUV FS,,"  3.399,00 € ","  4.699,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2825065,Cairon SUV FS 5.7,Wave,27,M,shadowgrey metallic / seafoam green metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON SUV FS,,"  3.615,00 € ","  4.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2825073,Cairon SUV FS 5.7,Wave,27,L,shadowgrey metallic / seafoam green metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON SUV FS,,"  3.615,00 € ","  4.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2825081,Cairon SUV FS 5.7,Wave,27,XL,shadowgrey metallic / seafoam green metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON SUV FS,,"  3.615,00 € ","  4.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2830097,Cairon SUV FS 5.7,Wave,27,M,black metallic / shadowgrey,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON SUV FS,,"  3.615,00 € ","  4.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
